city,category,goal_amount,raised_amount,fulfillment_ratio,donation_count,avg_donation_amount,avg_days_since_last_donation,donor_retention_rate,poverty_index,need_gap,is_hotspot
Pune,Education,252147.0,78484.75,0.3113,63,1245.79,8.7,0.4612,0.28,173662.25,0
Mumbai,Education,164100.07,85455.52,0.5208,135,633.0,17.7,0.4527,0.31,78644.56,0
Mumbai,Education,168349.25,59204.15,0.3517,84,704.81,14.2,0.4261,0.31,109145.1,0
Pune,Education,111606.43,56878.63,0.5096,30,1895.95,10.0,0.5283,0.28,54727.8,0
Thane,Food & Hunger,13060.56,3118.68,0.2388,18,173.26,13.8,0.4808,0.33,9941.88,0
Aurangabad,Food & Hunger,93083.51,15731.31,0.169,51,308.46,20.5,0.3394,0.51,77352.21,1
Nashik,Disaster Relief,1010714.94,109877.68,0.1087,285,385.54,14.3,0.3905,0.42,900837.27,1
Nashik,Education,50029.69,21463.58,0.429,38,564.83,26.4,0.4163,0.42,28566.1,0
Aurangabad,Food & Hunger,26424.69,3000.59,0.1136,57,52.64,29.0,0.4279,0.51,23424.1,1
Osmanabad,Disaster Relief,1763134.96,17631.35,0.01,164,107.51,15.0,0.3826,0.69,1745503.61,1
Pune,Food & Hunger,21695.77,6976.45,0.3216,40,174.41,22.4,0.5344,0.28,14719.32,0
Pune,Medical,686563.19,196611.83,0.2864,47,4183.23,15.2,0.4942,0.28,489951.37,1
Nagpur,Medical,72506.57,19009.61,0.2622,30,633.65,43.7,0.4424,0.38,53496.95,0
Nagpur,Disaster Relief,1169872.4,306665.04,0.2621,318,964.36,27.2,0.4492,0.38,863207.36,1
Thane,Education,221228.69,77947.01,0.3523,73,1067.77,18.9,0.5185,0.33,143281.68,0
Pune,Education,16242.48,8457.82,0.5207,139,60.85,4.4,0.4136,0.28,7784.66,0
Thane,Education,282433.06,111732.13,0.3956,59,1893.76,21.7,0.3714,0.33,170700.93,0
Nagpur,Disaster Relief,1961918.06,174064.55,0.0887,257,677.29,22.7,0.3591,0.38,1787853.5,1
Dhule,Medical,147548.09,36383.58,0.2466,157,231.74,5.7,0.3214,0.61,111164.51,1
Nagpur,Disaster Relief,1565045.46,351723.38,0.2247,438,803.02,34.4,0.3117,0.38,1213322.08,1
Nagpur,Disaster Relief,265443.07,55108.44,0.2076,333,165.49,17.4,0.5382,0.38,210334.63,0
Thane,Medical,120684.27,38556.54,0.3195,176,219.07,4.0,0.4414,0.33,82127.73,0
Aurangabad,Food & Hunger,38034.85,3568.23,0.0938,91,39.21,31.8,0.4449,0.51,34466.62,1
Mumbai,Medical,746375.95,208380.05,0.2792,48,4341.25,1.3,0.5038,0.31,537995.89,0
Mumbai,Disaster Relief,1558274.33,173696.61,0.1115,183,949.16,16.8,0.4453,0.31,1384577.72,1
Aurangabad,Medical,456529.41,133080.7,0.2915,120,1109.01,32.6,0.4259,0.51,323448.71,1
Mumbai,Medical,550774.92,111933.73,0.2032,51,2194.78,26.8,0.5019,0.31,438841.19,1
Solapur,Food & Hunger,73235.49,6526.01,0.0891,91,71.71,31.8,0.4498,0.55,66709.47,1
Mumbai,Food & Hunger,143369.97,42441.19,0.296,63,673.67,21.4,0.5819,0.31,100928.78,1
Thane,Food & Hunger,66252.45,13169.77,0.1988,64,205.78,15.3,0.5113,0.33,53082.68,0
Nagpur,Education,174367.98,30839.69,0.1769,32,963.74,22.7,0.4638,0.38,143528.29,1
Nagpur,Disaster Relief,151938.93,24453.77,0.1609,141,173.43,6.3,0.492,0.38,127485.16,0
Nashik,Food & Hunger,29240.38,6250.94,0.2138,97,64.44,26.3,0.3868,0.42,22989.44,1
Pune,Education,118711.33,45413.96,0.3826,126,360.43,27.4,0.4697,0.28,73297.37,0
Nanded,Medical,516421.26,26354.48,0.051,77,342.27,10.2,0.3415,0.63,490066.78,1
Nagpur,Education,162269.77,87066.3,0.5366,124,702.15,11.9,0.4509,0.38,75203.47,0
Thane,Medical,302283.32,99164.34,0.3281,56,1770.79,17.0,0.4994,0.33,203118.98,0
Kolhapur,Food & Hunger,105832.33,22559.93,0.2132,58,388.96,18.5,0.34,0.44,83272.4,0
Mumbai,Education,90876.55,28871.34,0.3177,102,283.05,14.6,0.5016,0.31,62005.21,0
Mumbai,Medical,183490.86,71391.52,0.3891,64,1115.49,2.0,0.4579,0.31,112099.34,0
Pune,Medical,509395.76,186304.64,0.3657,12,15525.39,16.6,0.4688,0.28,323091.12,0
Thane,Food & Hunger,107511.8,25805.2,0.24,105,245.76,11.0,0.4557,0.33,81706.6,0
Nagpur,Food & Hunger,109311.82,20333.62,0.186,112,181.55,7.6,0.4327,0.38,88978.2,0
Pune,Education,165415.08,85518.34,0.517,85,1006.1,2.4,0.4658,0.28,79896.74,0
Thane,Disaster Relief,1305593.19,116385.44,0.0891,210,554.22,17.5,0.5177,0.33,1189207.74,1
Jalgaon,Disaster Relief,860782.82,119610.25,0.139,308,388.34,20.8,0.4073,0.49,741172.57,1
Kolhapur,Disaster Relief,1374531.65,297511.33,0.2164,402,740.08,6.1,0.4965,0.44,1077020.32,0
Akola,Education,71536.17,20469.36,0.2861,144,142.15,35.7,0.3803,0.56,51066.82,1
Pune,Medical,73802.84,27710.31,0.3755,37,748.93,17.8,0.544,0.28,46092.53,0
Pune,Medical,747800.43,281038.49,0.3758,110,2554.9,5.1,0.5724,0.28,466761.94,0
Aurangabad,Disaster Relief,700349.09,101206.9,0.1445,152,665.83,8.2,0.2907,0.51,599142.19,1
Pune,Education,258791.33,115635.1,0.4468,14,8259.65,11.9,0.4704,0.28,143156.22,0
Pune,Disaster Relief,1872571.31,377206.0,0.2014,106,3558.55,10.0,0.4646,0.28,1495365.31,0
Pune,Medical,764288.62,379737.58,0.4969,147,2583.25,19.2,0.579,0.28,384551.04,0
Nagpur,Education,264434.79,43467.8,0.1644,32,1358.37,19.0,0.4698,0.38,220966.99,1
Pune,Education,283467.56,120316.51,0.4244,19,6332.45,10.8,0.4847,0.28,163151.05,0
Nashik,Disaster Relief,531578.29,120701.3,0.2271,275,438.91,27.3,0.3547,0.42,410876.99,1
Nagpur,Disaster Relief,835092.3,112128.12,0.1343,447,250.85,27.9,0.4128,0.38,722964.19,1
Mumbai,Food & Hunger,52470.29,15014.41,0.2862,43,349.17,6.0,0.4645,0.31,37455.87,1
Nanded,Disaster Relief,1422675.02,24964.13,0.0175,256,97.52,23.7,0.3911,0.63,1397710.89,1
Mumbai,Medical,670271.99,302659.41,0.4515,158,1915.57,8.6,0.5071,0.31,367612.58,0
Pune,Disaster Relief,1560973.88,299868.79,0.1921,82,3656.94,17.0,0.3358,0.28,1261105.09,1
Aurangabad,Food & Hunger,155413.16,31456.47,0.2024,115,273.53,31.7,0.3427,0.51,123956.69,1
Kolhapur,Food & Hunger,82409.1,12257.36,0.1487,87,140.89,8.2,0.3751,0.44,70151.74,0
Mumbai,Education,269580.99,134979.82,0.5007,124,1088.55,14.7,0.5371,0.31,134601.18,0
Aurangabad,Education,160926.67,71536.07,0.4445,86,831.81,39.3,0.4658,0.51,89390.59,1
Jalgaon,Medical,38821.19,7168.03,0.1846,9,796.45,20.4,0.3703,0.49,31653.15,1
Mumbai,Education,54603.57,25176.94,0.4611,45,559.49,8.4,0.5017,0.31,29426.63,0
Pune,Education,218139.96,104603.83,0.4795,94,1112.81,14.4,0.5628,0.28,113536.13,0
Pune,Food & Hunger,49835.58,13210.29,0.2651,106,124.63,3.9,0.5852,0.28,36625.28,0
Dhule,Education,255422.28,46684.56,0.1828,136,343.27,11.2,0.2997,0.61,208737.72,1
Solapur,Food & Hunger,195442.65,32733.83,0.1675,40,818.35,37.4,0.3578,0.55,162708.82,1
Nanded,Food & Hunger,82752.77,14609.6,0.1765,106,137.83,12.3,0.2997,0.63,68143.17,1
Thane,Food & Hunger,176519.98,20747.15,0.1175,28,740.97,12.4,0.4837,0.33,155772.83,0
Aurangabad,Disaster Relief,271273.59,78584.02,0.2897,44,1786.0,23.5,0.366,0.51,192689.58,1
Nagpur,Disaster Relief,423958.24,108606.82,0.2562,44,2468.34,22.9,0.3951,0.38,315351.43,1
Latur,Food & Hunger,15600.51,2742.53,0.1758,10,274.25,37.1,0.3403,0.67,12857.98,1
Pune,Medical,760562.15,269384.45,0.3542,179,1504.94,19.7,0.4424,0.28,491177.7,0
Mumbai,Disaster Relief,1102250.91,255950.04,0.2322,209,1224.64,5.6,0.4948,0.31,846300.87,1
Pune,Medical,340559.65,105497.11,0.3098,45,2344.38,2.2,0.4961,0.28,235062.54,0
Mumbai,Medical,65797.64,20630.3,0.3135,161,128.14,11.5,0.5383,0.31,45167.33,0
Nanded,Disaster Relief,1852490.98,278213.72,0.1502,283,983.09,9.7,0.4231,0.63,1574277.26,1
Kolhapur,Disaster Relief,1266074.27,151343.78,0.1195,151,1002.28,18.9,0.4133,0.44,1114730.5,1
Wardha,Food & Hunger,66306.13,11513.96,0.1736,88,130.84,17.6,0.3709,0.64,54792.18,1
Pune,Disaster Relief,1945724.92,468651.53,0.2409,290,1616.04,12.0,0.5016,0.28,1477073.39,0
Nagpur,Food & Hunger,173292.57,42361.15,0.2444,34,1245.92,24.0,0.4327,0.38,130931.42,1
Pune,Education,203610.35,50786.66,0.2494,74,686.31,2.0,0.5319,0.28,152823.69,0
Pune,Medical,304110.14,78850.86,0.2593,86,916.87,19.0,0.5054,0.28,225259.28,1
Akola,Food & Hunger,132647.18,12982.01,0.0979,47,276.21,20.4,0.4311,0.56,119665.17,1
Mumbai,Food & Hunger,180857.56,63913.2,0.3534,76,840.96,12.2,0.4373,0.31,116944.35,0
Mumbai,Medical,156232.19,54219.32,0.347,107,506.72,24.0,0.59,0.31,102012.86,0
Dhule,Education,279770.95,61650.57,0.2204,62,994.36,16.3,0.3522,0.61,218120.39,1
Pune,Medical,72772.46,29888.98,0.4107,43,695.09,9.0,0.5233,0.28,42883.48,0
Mumbai,Food & Hunger,71244.31,10966.63,0.1539,75,146.22,15.7,0.4986,0.31,60277.67,0
Nagpur,Food & Hunger,195996.63,37434.61,0.191,88,425.39,7.9,0.4121,0.38,158562.02,1
Thane,Education,235726.06,77986.91,0.3308,14,5570.49,4.9,0.4866,0.33,157739.15,0
Pune,Food & Hunger,40284.15,10421.15,0.2587,52,200.41,9.4,0.5516,0.28,29863.0,0
Solapur,Disaster Relief,1480054.95,169784.52,0.1147,325,522.41,30.0,0.4035,0.55,1310270.44,1
Nashik,Medical,634376.99,101865.77,0.1606,120,848.88,21.6,0.4911,0.42,532511.23,1
Pune,Medical,104355.71,33523.63,0.3212,15,2234.91,12.3,0.4617,0.28,70832.08,0
Solapur,Medical,220508.54,20569.46,0.0933,7,2938.49,13.6,0.367,0.55,199939.09,1
Nashik,Food & Hunger,77568.18,9375.17,0.1209,95,98.69,8.9,0.4335,0.42,68193.01,0
Nagpur,Medical,143804.52,43353.92,0.3015,142,305.31,23.5,0.4452,0.38,100450.61,0
Nanded,Food & Hunger,103766.74,1037.67,0.01,28,37.06,31.0,0.4009,0.63,102729.08,1
Jalgaon,Disaster Relief,1945252.87,371437.94,0.1909,159,2336.09,26.0,0.3218,0.49,1573814.93,1
Akola,Medical,324493.6,58488.09,0.1802,62,943.36,29.8,0.3887,0.56,266005.51,0
Nagpur,Disaster Relief,1694784.38,182781.59,0.1078,458,399.09,24.7,0.4909,0.38,1512002.79,1
Thane,Food & Hunger,14109.13,2776.04,0.1968,60,46.27,1.3,0.4686,0.33,11333.09,0
Nagpur,Medical,347670.86,113200.71,0.3256,94,1204.26,0.7,0.4466,0.38,234470.16,0
Akola,Disaster Relief,1892647.47,331469.52,0.1751,113,2933.36,30.6,0.4006,0.56,1561177.95,1
Pune,Disaster Relief,750365.56,122171.69,0.1628,47,2599.4,15.4,0.5682,0.28,628193.87,1
Thane,Education,213951.19,52406.64,0.2449,64,818.85,12.2,0.4119,0.33,161544.55,0
Dhule,Education,182346.05,20772.65,0.1139,111,187.14,21.1,0.2377,0.61,161573.41,1
Mumbai,Food & Hunger,193770.51,33794.55,0.1744,55,614.45,23.0,0.4593,0.31,159975.96,1
Nashik,Food & Hunger,109366.49,21104.05,0.193,28,753.72,10.2,0.4335,0.42,88262.43,0
Akola,Education,64193.6,11671.23,0.1818,10,1167.12,5.4,0.3419,0.56,52522.37,0
Mumbai,Medical,526944.25,124956.36,0.2371,88,1419.96,12.3,0.4858,0.31,401987.9,0
Mumbai,Education,218514.8,75168.15,0.344,113,665.2,10.3,0.5032,0.31,143346.65,0
Mumbai,Food & Hunger,60973.62,13276.32,0.2177,101,131.45,21.3,0.5583,0.31,47697.3,0
Thane,Disaster Relief,1293753.25,228348.31,0.1765,24,9514.51,5.8,0.5124,0.33,1065404.93,0
Amravati,Disaster Relief,1302731.82,14091.8,0.0108,394,35.77,32.4,0.3813,0.58,1288640.01,1
Mumbai,Medical,177987.89,58609.78,0.3293,105,558.19,12.3,0.4927,0.31,119378.11,0
Kolhapur,Food & Hunger,60743.67,18789.13,0.3093,36,521.92,17.4,0.4522,0.44,41954.54,0
Nashik,Education,298620.43,81713.73,0.2736,65,1257.13,5.2,0.4982,0.42,216906.7,0
Solapur,Medical,65490.33,16497.83,0.2519,118,139.81,15.9,0.3844,0.55,48992.5,1
Mumbai,Medical,423373.89,133239.32,0.3147,105,1268.95,16.0,0.5068,0.31,290134.57,0
Akola,Education,236208.88,69280.89,0.2933,52,1332.32,25.6,0.2879,0.56,166927.98,1
Thane,Education,167073.07,56278.18,0.3368,25,2251.13,10.6,0.5032,0.33,110794.89,0
Dhule,Disaster Relief,1541528.01,163590.17,0.1061,151,1083.38,19.9,0.4218,0.61,1377937.84,1
Nashik,Disaster Relief,1013275.0,256003.08,0.2526,399,641.61,38.4,0.3458,0.42,757271.92,1
Aurangabad,Food & Hunger,57343.15,13436.81,0.2343,110,122.15,32.6,0.3668,0.51,43906.34,1
Wardha,Disaster Relief,1983608.76,375583.42,0.1893,161,2332.82,19.1,0.3614,0.64,1608025.34,1
Nanded,Food & Hunger,128364.85,17072.79,0.133,89,191.83,31.2,0.3455,0.63,111292.06,1
Mumbai,Medical,683001.75,282635.53,0.4138,96,2944.12,3.6,0.46,0.31,400366.22,0
Mumbai,Food & Hunger,49001.67,14998.48,0.3061,24,624.94,27.6,0.4747,0.31,34003.18,0
Amravati,Food & Hunger,115413.28,1191.03,0.0103,53,22.47,6.6,0.4162,0.58,114222.26,1
Mumbai,Food & Hunger,80289.39,15249.43,0.1899,68,224.26,9.7,0.4443,0.31,65039.95,0
Amravati,Education,222937.9,53482.01,0.2399,24,2228.42,30.1,0.4263,0.58,169455.88,1
Mumbai,Food & Hunger,88718.58,5045.41,0.0569,111,45.45,8.4,0.49,0.31,83673.17,0
Aurangabad,Education,23670.71,7300.79,0.3084,55,132.74,12.3,0.5057,0.51,16369.92,0
Mumbai,Medical,309527.95,94112.53,0.3041,100,941.13,18.9,0.4769,0.31,215415.42,0
Pune,Food & Hunger,94553.55,22288.57,0.2357,119,187.3,8.2,0.4717,0.28,72264.98,0
Aurangabad,Disaster Relief,1656761.76,105052.26,0.0634,58,1811.25,25.2,0.3885,0.51,1551709.5,1
Akola,Education,140442.31,32023.42,0.228,81,395.35,13.6,0.4548,0.56,108418.89,1
